OrgID,IndustryDesc,2010 Org Official Name,CEI Brands,2007 Brands,BG Category 2010,2008 Brands,2010 CEI Rating,BG Common Name,BG Brand Name - 2010,rpt2010BuyersGuideDataPullAllCo.OrgOfficialName,2010 DB PullBrands,New to Buyers Guide,Newly Rated 2010 CEI,National Corp Partner,Notes
52057,"Hotels, Resorts and Casinos",Wynn Resorts Ltd.,,,Planning a Trip,,100,Wynn Resorts ,Encore; Wynn Las Vegas,Encore; Wynn Las Vegas,,x,x,,
1725,Airlines,Southwest Airlines Co.,,,Planning a Trip,,95,Southwest Airlines,,Southwest Airlines Co.,,,,,
1120,"Hotels, Resorts and Casinos",Wyndham Worldwide Corp.,Wyndham Hotel and Resorts; Ramada; Super 9 Motel; Days Inn; Howard Johnson; Travelodge; Wingate Inn; Knights Inn; AmeriHost  Inn; Baymont Inn & Suites; RCI; The Registry Collection; English Country Cottages; Landal Green Parks; Cuendet; Novasol; NorthCour,AmeriHost Inn; Baymont Inn & Suites; Days Inn; Fairfield Resorts; Howard Johnson; Knights Inn; Ramada; Super 8; Travelodge; TripRewards; Wingate Inn; Wyndham Hotels and Resorts,Planning a Trip,"AmeriHost  Inn, Baymont Inn & Suites,  Days Inn, Howard Johnson, Knights Inn, Ramada,Super 8 Motel, Travelodge, Wingate Inn, Wyndham Hotel and Resorts",95,Wyndham,AmeriHost Inn; Baymont Inn & Suites; Days Inn; Hawthorn Suites; Howard Johnson; Knights Inn; Microtel Inn & Suites; Ramada; Super 8 Motel; Travelodge; Wingate Inn,Wyndham Worldwide Corp.,Wyndham Hotel and Resorts; Wyndham Garden Hotels; Ramada; Days Inn; Super 8 Motel; Wingate by Wyndham; Baymont Inn & Suites; Microtel Inn & Suites;  Hawthorn Suites; Howard Johnson; Travelodge; Wingate Inn; Knights Inn; AmeriHost  Inn; Baymont Inn & Suite,,,,
52209,"Transportation, Travel",Dollar Thrifty,Dollar Thrifty Automotive Group; Dollar Rent A Car; Thrifty Car Rental; Thrifty Car Sales,,Planning A Trip,,93,Dollar Thrifty,Dollar Rent A Car; Thrifty Car Rental,Dollar Thrifty Automotive Group Inc.,Dollar Thrifty Automotive Group; Dollar Rent A Car; Thrifty Car Rental; Thrifty Car Sales,,,,
13522,"Hotels, Resorts and Casinos",Choice Hotels International Inc.,,,Planning a Trip,,90,Choice Hotels ,Ascend Collection; Cambria Suites; Clarion; Comfort Inn; Comfort Suites; Econo Lodge; MainStay Suites; Quality; Rodeway Inn; Sleep Inn; Suburban Extended Stay Hotel,Ascend Collection; Cambria Suites; Clarion; Comfort Inn; Comfort Suites; Econo Lodge; MainStay Suites; Quality; Rodeway Inn; Sleep Inn; Suburban Extended Stay Hotel;  ,Ascend Collection; Cambria Suites; Comfort Inn; Comfort Suites; Quality; Clarion; Sleep Inn; MainStay Suites; Suburban Extended Stay Hotel; Econo Lodge; Rodeway Inn; Ascend Collection  ,x,x,,
1113,"Hotels, Resorts and Casinos",Hilton Hotels Corp.,Hilton; Conrad; The Waldorf=Astoria Collection; Doubletree; Embassy Suites Hotels; Hilton Garden Inn; Hampton; Homewood Suites; Hilton Grand Vacations Company ,Conrad; Doubletree; Embassy Suites Hotels; Hampton; Hilton Garden Inn; Homewood Suites; The Waldorf=Astoria Collection,Planning a Trip,Conrad; Doubletree; Embassy Suites Hotels;  Hampton Inn; Hilton Garden Inn; Homewood Suites; The Waldorf-Astoria Collection,90,Hilton Hotels ,Conrad; Doubletree; Embassy Suites; Hampton Inn; Hilton Garden Inn; Homewood Suites; The Waldorf-Astoria Collection,Hilton Hotels Corp.,Hilton; Conrad; The Waldorf=Astoria Collection; Doubletree; Embassy Suites Hotels; Hilton Garden Inn; Hampton; Homewood Suites; Hilton Grand Vacations Company ,,,,
54902,Transportation and Travel,Travel Impressions Ltd.,,,Planning a Trip,,88,Travel Impressions,Carribean Escapes; TI Gay & Lesbian Travel,Carribean Escapes; TI Gay & Lesbian Travel,Travel Impressions; American Express Vacations; ZiptoThere.com/gaytravel;TI Gay & Lesbian Travel; ZiptoThere.com; United Airlines Vacations,x,,,
1723,Airlines,UAL Corp. (United Airlines),United Airlines,Ted,Planning a Trip,,88,United Airlines,,UAL Corp. (United Airlines),United Airlines,,,,
591,"Hotels, Resorts and Casinos",InterContinental Hotels Group Americas,,,Planning a Trip,,85,InterContinental Hotels,Candlewood Suites; Crowne Plaza; Hotel Indigo; Holiday Inn; Staybridge Suites,Candlewood Suites; Crowne Plaza; Hotel Indigo; Holiday Inn; Staybridge Suites,,x,x,,
14675,"Hotels, Resorts and Casinos",MGM Mirage,"Bellagio; Mandalay Bay; MGM Grand Las Vegas; Mirage; Treasure Island; New York-New York; Luxor, Monte Carlo; Excalibur; Circus Circus Las Vegas ",Bellagio; Mandalay Bay; MGM Grand; Mirage; New York New York; Treasure Island ,Planning a Trip,f,85,MGM Mirage,Beau Rivage; Bellagio; Circus Circus; Excalibur; Luxor; Mandalay Bay; MGM Grand; MGM/MIRAGE; Monte Carlo; New York-New York; Treasure Island ,MGM Mirage,Bellagio; Mandalay Bay; MGM Grand Las Vegas; The Mirage; New York-New York; Luxor; Monte Carlo; Excalibur; Circus Circus Las Vegas; Beau Rivage ,,,NCP,
4869,"Transportation, Travel",Avis Budget Group Inc.,"Avis Rent A Car System, LLC; Budget Rent Car System, Inc.",Avis Rent A Car; Budget Rent A Car; Budget Truck Rental,Planning a Trip,,80,Avis Budget,Avis Rent A Car; Budget Rent A Car,Avis Budget Group Inc.,"Avis Rent A Car System, LLC; Budget Rent Car System, Inc.",,,,
14371,"Transportation, Travel",Enterprise Rent-A-Car Co.,Enterprise Rent A Car; Enterprise Commericial Truck; Enterprise Fleet Management; Enterprise Car Sales; Enterprise Leasing; Vanguard Car Rental USA ,,Planning a Trip,,80,Enterprise Rent- A- Car,,Enterprise Rent-A-Car Co.,Enterprise Rent A Car; Enterprise Commericial Truck; Enterprise Fleet Management; Enterprise Car Sales; Enterprise Leasing; Vanguard Car Rental USA ,,,,
1828,Miscellaneous,General Electric Co.,Lighting;Appliances;Energy;Oil & Gas;Aviation;GE Money; Commericial Finance; Healthcare; NBC Universal;Transportation Rail; Security ,,Planning a Trip,,80,General Electric,Universal Parks and Resorts,General Electric Co.,Lighting;Appliances;Energy;Oil & Gas;Aviation;GE Capital; Commericial Finance; Healthcare; NBC Universal;Transportation Rail; Security ,,,,
55061,Airlines,Virgin America,,,Planning a Trip,,80,Virgin America,,,Virgin America,x,x,,
54235,Automotive,"Hertz Global Holdings, Inc.",Hertz Car and Equipment Rental,,Planning a Trip,,70,Hertz,Advantage Rent A Car; Connect; Simply Wheelz,Hertz Global Holdings Inc.,Rent A Car; HERC; Simply Wheelz; Connect by Hertz; Advantage,,,,
51915,"Transportation, Travel",Royal Caribbean Cruises Ltd.,Celebrity Cruises; Royal Celebrity Tours; Pullmantur; Azamara Cruises,Celebrity Cruises,Planning a Trip,Celebrity Cruises,70,Royal Caribbean Cruises,Celebrity Cruises,Royal Caribbean Cruises Ltd.,"Royal Caribbean Cruises, LTD; Celebrity Cruises; Royal Celebrity Tours; Pullmantur; Azamara Cruises; Croisiere de France; TUI Cruises",,,,
13520,Internet Services and Retailing,Expedia Inc.,Expedia.com; Hotels.com; Hotwire; Classic Vacations; Trip Advisor; Egencia,,Planning A Trip,,65,Expedia,Classic Vacations; Hotels.com; Hotwire; TripAdvisor; Venere,Expedia Inc.,Expedia.com; Hotels.com; Hotwire; Classic Vacations; Trip Advisor; Egencia; Venere,,,,
14986,"Hotels, Resorts and Casinos",Host Hotels & Resorts Inc.,,,Planning a Trip,,45,Host Hotels & Resorts,,,,x,,,
1115,"Insurance, Hotels",Loews Corp.,,,Planning a Trip,,45,Loews Corp.,Loews Hotels,Loews Hotels,,x,x,,
4783,Retail and Consumer Products,Blockbuster Inc.,,,Staying Entertained,,?,Blockbuster,,,,x,,,
5034,Telecommunications,Cablevision Systems Corp.,,,Staying Entertained,,?,Cablevision ,AMC; IFC; Optimum; Sundance Channel; WE tv,,,,,,
51979,Telecommunications,"DIRECTV Group, Inc., The",,,Staying Entertained,,?,DIRECTV ,,,,,,,
51980,Internet Services and Retailing,Liberty Media Corp.,,,Staying Entertained,,?,Liberty Media ,DIRECTV; Game Show Network; Starz,,,,,,
35551,Entertainment and Electronic Media,News Corp.,Fox; Fox Filmed Entertainment; Fox News Channel; Fuel TV; FX; Myspace.com; Photobucket; SPEED  ,,Staying Entertained,,?,News Corp.,20th Century Fox; Fox; FX; MySpace.com; National Geographic Channel,,,,,,
52334,Entertainment and Electronic Media,Regal Entertainment Group,,,Staying Entertained,,?,Regal Entertainment,Edwards Theatres; Hoyts Cinemas,Edwards Theatres; Hoyts Cinemas,,x,,,
4911,Entertainment and Electronic Media,Univision Communications Inc.,,,Staying Entertained,,?,Univision,Galavisión; TeleFutura,Galavisión; TeleFutura,,x,,,
52126,Entertainment and Electronic Media,AMC Entertainment Inc.,AMC Theater; Movietickets.com; National CinMedia,,Staying Entertained,,100,AMC Entertainment,AMC Theaters; Loews Cineplex,AMC Entertainment Inc.,AMC Theatres;Loews Cineplex Theatres;Magic Johnson Theatres;Star Theatres,,,,
14658,Entertainment and Electronic Media,Clear Channel Communications Inc.,Clear Channel Radio; Clear Channel Outdoor,Katz Media,Staying Entertained,Katz Media,100,Clear Channel,Katz Media,Clear Channel Communications Inc.,Clear Channel Radio; Clear Channel Outdoor,,,,
13516,Entertainment and Electronic Media,Cox Enterprises Inc.,,,Staying Entertained,,100,Cox Enterprises,Cox Cable/Newspapers/Radio; Travel Channel,Cox Enterprises Inc.,Cox Communications; Manheim; AutoTrader.com; Cox Media Group,,,NCP,
14792,Retail and Consumer Products,Hallmark Cards Inc.,,Quill,Staying Entertained,,100,Hallmark Cards ,Hallmark Channel,Hallmark Cards Inc.,,,,,
1168,"Food, Beverages and Groceries",Starbucks Corp.,Seattle’s Best Coffee; Torrefazione Italia; Tazo® Teas; Ethos Water; Starbucks Hear Music™,Starbucks Hear Music,Staying Entertained,Starbucks Entertainment/Hear Music,100,Starbucks,Starbucks Hear Music,Starbucks Corp.,Seattle’s Best Coffee; Torrefazione Italia; Tazo® Teas; Ethos Water; Starbucks Hear Music™,,,,
1298,Entertainment and Electronic Media,Walt Disney Co.,Disney; ABC; ESPN,A&E; ABC; Disney Channel; E!; ESPN; Fox Kids; Lifetime; Miramax Films; Pixar; Touchstone Pictures,Staying Entertained,A&E; ABC; Disney Channel; ESPN; History Channel; Lifetime; Miramax Films; Pixar; Touchstone Pictures; SOAPnet,100,The Walt Disney Co.,A&E; ABC; Disney Channel; ESPN; History Channel; Lifetime; Miramax Films; Pixar; SOAPnet; Touchstone Pictures,Walt Disney Co.,Disney; ABC; ESPN; PIXAR,,,,
886,Entertainment and Electronic Media,Time Warner Inc.,AOL; CNN; HBO; Time Warner Cable; Turner Broadcasting; Warner Bros; Time; People; Sports Illustrated; Cartoon Network,AOL; Cartoon Network; CNN; Entertainment Weekly; Fortune; HBO; Looney Tunes; Money; New Line Cinema; People; Sports Illustrated; Time; Warner Bros Entertainment,Staying Entertained,AOL; Cartoon Network; CNN; HBO; Looney Tunes; New Line Cinema; TBS; TNT; Turner; Warner Bros Entertainment,100,Time Warner,AOL; Cartoon Network; Cinemax; CNN; CW; HBO; New Line Cinema; TBS; TNT; truTV; Warner Bros.,Time Warner Inc.,AOL; CNN; HBO; Turner Broadcasting; Warner Bros; Time; People; Sports Illustrated; Cartoon Network,,,,
1319,Entertainment and Electronic Media,Viacom Inc.,LOGO; MTV; Vh1; Comedy Central; Nickelodeon; Spike; Paramount; BET; Spike; TV Land,BET; CBS; CMT; Comedy Central; Logo; MTV Networks; Nickelodeon; Noggin; Showtime; Spike; TVLand; VH1,Staying Entertained,BET; CMT; Comedy Central; Dreamworks; Logo; Paramount; MTV; MTV2; Nickolodeon; Noggin; Spike; TV Land; VH1,100,Viacom,BET; CMT; Comedy Central; DreamWorks; LOGO; MTV; Nickelodeon; Noggin; Paramount; Spike; TV Land; Vh1,Viacom Inc.,LOGO; MTV; Vh1; Comedy Central; Nickelodeon; Spike; Paramount; BET; Spike; TV Land,,,,
14577,Telecommunications,Comcast Corp.,Comcast Cable; Comcast High-Speed Internet; Comcast Digital Voice; Comcast Interactive Media; Comcast SportsNet,Comcast Cable,Staying Entertained,E!; Style Network; G-4 Videogame TV; VS-Versus,95,Comcast,E!; G-4 Videogame TV; Golf Channel; Style Network; VERSUS,Comcast Corp.,Comcast Cable; Comcast High-Speed Internet; Comcast Digital Voice; Comcast Interactive Media; Comcast SportsNet,,,,
1828,Miscellaneous,General Electric Co.,Lighting;Appliances;Energy;Oil & Gas;Aviation;GE Money; Commericial Finance; Healthcare; NBC Universal;Transportation Rail; Security ,NBC,Staying Entertained,Bravo; NBC; Sci Fi; Telemundo; USA,80,General Electric,A&E; Bravo; CNBC; MSNBC; NBC; NBC Universal; Oxygen; Syfy; Telemundo; Universal Pictures; USA; Weather Channel,General Electric Co.,Lighting;Appliances;Energy;Oil & Gas;Aviation;GE Capital; Commericial Finance; Healthcare; NBC Universal;Transportation Rail; Security ,,,,
54847,Entertainment and Electronic Media,Live Nation Inc.,,,Staying Entertained,,80,Live Nation,House of Blues,House of Blues,,x,x,,
52055,Entertainment and Electronic Media,Sirius Satellite Radio Inc.,,,Staying Entertained,,80,Sirius XM Radio,,SIRIUS XM Radio Inc.,,,,,
14744,Internet Services and Retailing,InterActiveCorp,,,Technology,,?,IAC/InterActiveCorp,Ask.com; Chemistry; Citysearch; The Daily Beast; Dictionary.com; Evite; Excite; Match.com; Urbanspoon; Vimeo,,,,,,
35547,Telecommunications,Telephone & Data Systems (US Cellular),,,Technology,,?,U.S. Cellular,,,,x,,,
54844,Telecommunications,Virgin Media,,,Technology,,?,Virgin Media,Virgin Broadband; Virgin Mobile,,,,,,
1326,Computer Hardware and Office Equipment,Apple Inc.,Apple; Mac; iPod; iTunes; iPhone; Mac OS X; iLife and professional applications; AirPort; Apple TV; Time Capsule,iPod; iTunes; Mac,Technology,iPod; iPhone; iTunes; Mac; OS X,100,Apple,iPhone/iPod/iTunes; Mac; OS X; Safari;,Apple Inc.,Apple; Mac; iPod; iTunes; iPhone; Mac OS X; iLife and professional applications; AirPort; Apple TV; Time Capsule,,,,
1417,Telecommunications,AT&T Inc.,,Ameritech; Nevada Bell; Pacific Bell; Southern New England Telephone; SBC; Southwestern Bell,Technology,,100,AT&T,,AT&T Inc.,,,,,
1201,Retail and Consumer Products,Barnes & Noble Inc.,BN.com; Sterling; SparkNotes; B.Dalton,,Technology,"B. Dalton Bookseller, Doubleday",100,Barnes & Noble,Nook,Barnes & Noble Inc.,BN.com; Sterling; SparkNotes,,,,
1334,Computer Hardware and Office Equipment,Cisco Systems Inc.,Cisco; Linksys; Scientific Atlanta,Linksys,Technology,Linksys,100,Cisco Systems,Linksys; WebEx,Cisco Systems Inc.,Cisco; Linksys; Scientific Atlanta,,,,
1169,High-Tech/Photo/Science Equip.,Corning Inc.,Steuben Glass,,Technology,,100,Corning,,Corning Inc.,Steuben Glass,,,,
1442,Computer Hardware and Office Equipment,Dell Inc.,Inspiron; Product (RED); XPS; Studio,,Technology,,100,Dell,,Dell Inc.,Inspiron; Product (RED); XPS; Studio; Latitude;  Alienware; Adamo; Inspiron Mini; Vostro; Optiplex; PowerEdge; Precision,,,NCP,
35665,Internet Services and Retailing,eBay Inc.,eBay; Paypal; Skype; StubHub; Shopping.com; Kijiji; mobile.com; marktplaatz,,Technology,,100,eBay ,Bill Me Later; Half.com; PayPal; Shopping.com; Skype; StubHub,eBay Inc.,eBay; Paypal; Skype; StubHub; Shopping.com; Kijiji; mobile.com; marktplaatz,,,,
5117,Internet Services and Retailing,Google Inc.,,Blogger; Picasa; YouTube,Technology,Blogger; Picasa; YouTube,100,Google,Android; Blogger; Chrome; Gmail; Picasa; YouTube,Google Inc.,,,,NCP,
1422,Computer Hardware and Office Equipment,Hewlett-Packard Co.,HP; Compaq; Snapfish; Scitex; Mercury; Knightsbridge; ,Compaq; Scitex; Snapfish,Technology,Compaq; Scitex; Snapfish,100,HP,Compaq; Snapfish,Hewlett-Packard Co.,HP; Compaq; Snapfish; EDS; ,,,,
1238,Computer Hardware and Office Equipment,International Business Machines Corp. (IBM),,,Technology,,100,IBM,,International Business Machines Corp. (IBM),,,,NCP,
1394,High-Tech/Photo/Science Equip.,Intel Corp.,Intel: Leap Ahead; Viiv; Centrino; Pentium; Celeron; Itanium; Xeon; Intel Core,,Technology,,100,Intel,,Intel Corp.,Atom; Celeron; Centrino; Core; Intel; Intel Inside; Itanium; Xeon; vPro; Pentium,,,,
4942,Computer Software,Intuit Inc.,Quicken; QuickBooks; TurboTax; Lacerte; ProSeries; Digital Insight,QuickBooks; Quicken; TurboTax,Technology,QuickBooks; Quicken; TurboTax,100,Intuit,Mint.com; QuickBooks; Quicken; TurboTax,Intuit Inc.,Quicken; QuickBooks; TurboTax; Lacerte; ProSeries; Digital Insight,,,,
1159,High-Tech/Photo/Science Equip.,Eastman Kodak Co.,Kodak EasyShare digital camera system; Kodak EasyShare Gallery; Kodak Max Versatility 35mm film; Kodak Vision3 motion picture films; Kodak Nexpress; Kodak Digimaster; Kodak CineServer; Kodak EasyShare AiO Inkjet Printers,,Technology,,100,Kodak,EasyShare; Kodak Gallery,Eastman Kodak Co.,"Kodak EasyShare digital cameras; Kodak EasyShare Gallery; Kodak Vision3 motion picture films; Kodak Nexpress; KODAK Prosper; Kodak CineServer; Kodak ESP Inkjet Printers; Kodak Portra film, Kodak Tri-X film, Kodak Endura Media",,,,
8663,Computer Hardware and Office Equipment,Lexmark International Inc.,,,Technology,,100,Lexmark,,Lexmark International Inc.,,,,,
1354,Computer Software,Microsoft Corp.,Window Vista 2007; Microsoft Office; MSN; Hotmail; XBox; Zune;,MSN; Office XP; Windows XP,Technology,Hotmail; MSN; Office; Windows Vista; XBox; Zune,100,Microsoft,Bing; Hotmail; Internet Explorer; MSN; Office; Windows; Windows Live; Zune,Microsoft Corp.,Windows; Windows Live; Windows Mobile; Microsoft Office; MSN; XBOX; Zune; Microsoft Dynamics; Microsoft Visual Studio; Bing,,,,
1370,Telecommunications,Motorola Inc.,XTS 5000 Digital Portable Radio; ASTRO XTL 1500 Digital Portable Radio; Symbol Bar Code Scanner; Canopy Wireless Broadband System; WiMAX CPEi 850; MOTO Q; MOTOKRZR; SURFBoard Cable Modem,,Technology,,100,Motorola,,Motorola Inc.,XTS 5000 Digital Portable Radio; ASTRO Radios; Symbol Bar Code Scanner; Canopy Wireless Broadband System; LTE; MOTO Q; SURFBoard Cable Modem,,,,
1427,Telecommunications,Sprint Nextel Corp.,Sprint Nextel; Sprint; Nextel; Boost,,Technology,Boost,100,Sprint Nextel,Boost Mobile,Sprint Nextel Corp.,Sprint; Sprint Nextel; Nextel; Boost ,,,,
1322,Computer Hardware and Office Equipment,Sun Microsystems Inc.,Java; MySQL; Solaris; ULTRASPARC; Sun; StorageTek; Sun Fire; Sun Ray Clients; Open Work,,Technology,Java; Solaris,100,Sun Microsystems,,Sun Microsystems Inc.,Java; MySQL; Solaris; ULTRASPARC; Sun; StorageTek; Sun Fire; Sun Ray Clients; Open Work,,,,
864,Computer Software,Symantec Corp.,Norton AntiVirus; Norton Internet Security; Norton 360; Norton Premium Services; Symantec Endpoint Protection; Symantec Backup Exec; Symantec Enterprise Vault; Symantec Protection Network; Veritas NetBackup,,Technology,Norton AntiVirus,100,Symantec,Norton,Symantec Corp.,Norton AntiVirus; Norton Internet Security; Norton 360; Norton Premium Services; Symantec Endpoint Protection; Symantec Backup Exec; Symantec Enterprise Vault; Symantec Protection Network; Veritas NetBackup,,,,
1324,High-Tech/Photo/Science Equip.,Texas Instruments Inc.,Texas Instruments; DLP(TM) ,,Technology,,100,Texas Instruments,,Texas Instruments Inc.,Texas Instruments; DLP(R); TI-Nspire(TM); TI-Navigator(TM) ,,,,
1219,Computer Hardware and Office Equipment,Xerox Corp.,,,Technology,,100,Xerox,,Xerox Corp.,Xerox Corporation,,,,
4937,Internet Services and Retailing,Yahoo! Inc.,"Yahoo!; Flickr; Kelkoo; HotJobs; GeoCities, Del.icio.us, Jumpcut, Bix;Rivals;Zimbra",Flickr; GeoCities; HotJobs,Technology,Flickr; GeoCities; HotJobs,100,Yahoo!,Delicious; Flickr; HotJobs; Zimbra,Yahoo! Inc.,Yahoo!; Flickr; HotJobs; Rivals; Zimbra; OMG; Yahoo! Personals; Yahoo! Sports; Yahoo! Finance; Yahoo! Messenger,,,,
1272,Computer Software,Adobe Systems Inc.,Photoshop; Acrobat; LIveCycle; InDesign; Flash; Dreamweaver; Premiere; After Effects; Postscript,,Technology,,95,Adobe ,Acrobat; Dreamweaver; Flash; Photoshop,Adobe Systems Inc.,Photoshop; Acrobat; LIveCycle; InDesign; Flash; Dreamweaver; Premiere; After Effects; Postscript,,,,
4994,Internet Services and Retailing,Amazon.com Inc.,National Retailer,,Technology,,95,Amazon.com,A9; IMDb; Kindle,Amazon.com Inc.,,,,,
14577,Telecommunications,Comcast Corp.,Comcast Cable; Comcast High-Speed Internet; Comcast Digital Voice; Comcast Interactive Media; Comcast SportsNet,Comcast Cable,Technology,Comcast Cable,95,Comcast,,Comcast Corp.,Comcast Cable; Comcast High-Speed Internet; Comcast Digital Voice; Comcast Interactive Media; Comcast SportsNet,,,,
786,Telecommunications,QUALCOMM Inc.,,,Technology,,95,QUALCOMM,,,,x,,,
15060,Telecommunications,EarthLink Inc.,"EarthLink Dial-up; EarthLink DSL, PeoplePC Dial-up, PeoplePC Wifi; EarthLink True Voice, Earthlink Home Phone Service, EarthLink Wi-fi",People PC,Technology,People PC,88,EarthLink,PeoplePC,EarthLink Inc.,"EarthLink Dial-up; EarthLink DSL, PeoplePC Dial-up, PeoplePC Wifi; EarthLink True Voice, Earthlink Home Phone Service, EarthLink Wi-fi",,,,
1392,Computer Hardware and Office Equipment,Imation Corp.,Imation; Memorex; IBM; Exabyte: HP; Sun ;TDK Life on Record; Nickelodeon,Exabyte; Memorex,Technology,Exabyte; Memorex; TDK,88,Imation,Memorex; TDK; XtremeMac,Imation Corp.,Imation; Memorex; IBM; Exabyte: HP; Sun ;TDK Life on Record; XtremeMac,,,,
1278,Telecommunications,Qwest Communications International Inc.,,,Technology,,85,Qwest,,Qwest Communications International Inc.,,,,,
1770,High-Tech/Photo/Science Equip.,Advanced Micro Devices Inc.,AMD Opteron(TM); AMD Althlon(TM) 64; AMD Turion(TM) 64; AMD Sempron(TM);,,Technology,,75,AMD,ATI,Advanced Micro Devices Inc.,AMD Opteron 64(TM); AMD Athlon II X2 (TM); AMD Phenom II (TM); ATI Stream (TM); ATI Radeon HD (TM) 4000 series; ATI Radeon (TM); ATI FirePro (TM); AMD Turion(TM) 64; AMD Sempron(TM);,,,,
13410,Internet,West,Westlaw®; KeyCite®; Black’s Law Dictionary®; National Reporter System®; BAR/BRI®; Prolaw®; GSI; LiveNote; FindLaw; Elite ,,Technology,,75,Thomson Reuters,FindLaw; KeyCite; Westlaw,Thomson Reuters,"Westlaw®; KeyCite®; BAR/BRI, Reuters.com, ISI Web of Knowledge, Checkpoint, Thomson ONE, First Call, ",,,,
1826,Telecommunications,Verizon Communications Inc.,Wire line and Wireless Telecommunications Products,,Technology,Verizon Wireless,70,Verizon,Alltel; FiOS TV,Verizon Communications Inc.,Wire line and Wireless Telecommunications Products,,,,
1357,Computer Software,McAfee Inc.,McAfee,,Technology,,53,McAfee,,McAfee Inc.,,,,,
1360,Computer Hardware and Office Equipment,Acer Inc.,,,Technology,,50,Acer,eMachines; Gateway; Packard Bell; ,Acer Inc.,,,,,
2001,High-Tech/Photo/Science Equip.,Nokia,Nokia,,Technology,,50,Nokia,,Nokia Corp.,Nokia,,,,
19738,Telecommunications,T-Mobile USA Inc.,,,Technology,,50,T-Mobile,,,,x,,,
4892,Publishing and Printing,Tribune Co.,,,The Newsstand,,?,Tribune ,Baltimore Sun; Chicago Tribune; Los Angeles Times,,,,,,
1095,Banking and Financial Services,American Express Co.,American Express,,The Newsstand,,100,American Express ,Food & Wine; Travel & Leisure,American Express Co.,American Express,,,,
1312,Publishing and Printing,New York Times Co.,The New York Times; The International Herald Tribune; The Boston Globe; About.com ,InformationWeek,The Newsstand,About.com; The Boston Globe; The International Herald Tribune,100,New York Times,About.com; The Boston Globe; The International Herald Tribune,New York Times Co.,The New York Times; The International Herald Tribune; The Boston Globe; About.com ,,,,
886,Entertainment and Electronic Media,Time Warner Inc.,AOL; CNN; HBO; Time Warner Cable; Turner Broadcasting; Warner Bros; Time; People; Sports Illustrated; Cartoon Network,About.com; Boston Globe,The Newsstand,Entertainment Weekly; Essence; Fortune; Money; People; Sports Illustrated; Southern Living; Time,100,Time Warner,Cooking Light; Entertainment Weekly; Essence; Fortune; InStyle; Money; People; Real Simple; Southern Living; Sports Illustrated; Time,Time Warner Inc.,AOL; CNN; HBO; Turner Broadcasting; Warner Bros; Time; People; Sports Illustrated; Cartoon Network,,,,
1277,Publishing and Printing,United Business Media LLC,InformationWeek; Interop; EE Times; Game Developers Conference; CRN; VARBusiness: Black Hat; Semiconductor Insights; Institute of Customer Management International (ICMI); Embedded Systems Conference ,,The Newsstand,CRN; InformationWeek,100,United Business Media LLC,CRN; EE Times; InformationWeek; Network Computing,United Business Media LLC,InformationWeek; Interop; EE Times; Game Developers Conference; CRN; Black Hat; Semiconductor Insights; Institute of Customer Management International (ICMI); Embedded Systems Conference ,,,,
663,Publishing and Printing,"McGraw-Hill Companies Inc., The","Standard & Poors; ""Business Week""; Macmillan; Glencoe; JD Power & Associates, ""Aviation Week"" ",Entertainment Weekly; Fortune; Money; People; Sports Illustrated,The Newsstand,Architectural Record; Business Week,80,McGraw-Hill,Architectural Record; BusinessWeek; JD Power & Associates; Macmillan; Standard & Poor's,"McGraw-Hill Companies Inc., The","Standard & Poors; ""Business Week""; Macmillan; Glencoe; JD Power & Associates; ""Aviation Week"";McGraw-Hill Professional; CTB; The Grow Network;McGraw-Hill Construction  ",,,,
518,Publishing and Printing,Gannett Co. Inc.,See Gannett.com,Reuters Global Information and News,The Newsstand,USA Today,65,Gannett ,Clipper Magazine; USA Today,Gannett Co. Inc.,See Gannett.com,,,,
1241,Publishing and Printing,Scholastic Corp.,,USA Today,The Newsstand,,50,Scholastic ,Encyclopedia Americana,Scholastic Corp.,,,,,
35551,Entertainment and Electronic Media,News Corp.,New York Post; The Wall Street Journal; ,,The Newsstand ,,?,News Corp.,Barron's; Dow Jones; HarperCollins; INSIDEout; MarketWatch; New York Post; SmartMoney; The Wall Street Journal,,,,,,
1995,Retail and Consumer Products,B J's Wholesale Club,,,Where to Shop,,?,BJ's,,,,,,,
43062,Retail and Consumer Products,Bed Bath & Beyond Inc.,,,Where to Shop,,?,Bed Bath & Beyond,,,,,,,
2023,Retail and Consumer Products,Big Lots,,,Where to Shop,,?,Big Lots,,,,,,,
52476,Retail and Consumer Products,"Children's Place Retail Stores, Inc.",,,Where to Shop,,?,Children's Place,,,,x,,,
52208,Retail and Consumer Products,"Dick's Sporting Goods, Inc.",,,Where to Shop,,?,Dick's Sporting Goods,,,,x,,,
8690,Retail and Consumer Products,Dillard's Inc.,,,Where to Shop,,?,Dillard's ,,,,,,,
8692,Retail and Consumer Products,Dollar General Corp.,,,Where to Shop,,?,Dollar General,,,,,,,
52210,Retail and Consumer Products,"Dollar Tree Stores, Inc.",,,Where to Shop,,?,Dollar Tree,Deal$; Dollar Bills,Deal$; Dollar Bills,,x,,,
52211,"Food, Beverages and Groceries","Duane Reade, Inc.",,,Where to Shop,,?,Duane Reade,,,,x,,,
14322,Retail and Consumer Products,Kohl's Corp.,,,Where to Shop,,?,Kohl's ,,,,,,,
